grad_rate,name,carnegie_class,total_enroll,pct_admitted,n_bach,n_mast,n_doc,tuition_fees,percent_fin_aid,avg_salary,n_grad,good_grad_rate
78,Southern California Institute of Technology,Special Focus Four-Year: Engineering and Other Technology-Related Schools,541,NA,26,0,0,19190,99,62115,0,1
88,Soka University of America,Baccalaureate Colleges: Arts & Sciences Focus,455,57,97,4,0,34166,100,112447,4,1
NA,Los Angeles Pacific College,Associate's Colleges: High Transfer-High Traditional,57,NA,NA,NA,NA,7130,NA,NA,NA,NA
33,World Mission University,Special Focus Four-Year: Faith-Related Institutions,424,NA,36,42,0,6440,100,52018,42,0
NA,Yo San University of Traditional Chinese Medicine,Special Focus Four-Year: Other Health Professions Schools,107,NA,0,10,0,NA,NA,33660,10,NA
56,Frontier Community College,Associate's Colleges: High Transfer-High Nontraditional,1740,NA,NA,NA,NA,4354,97,53068,NA,0
53,Lincoln Trail College,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,636,NA,NA,NA,NA,4354,100,62586,NA,0
57,Wabash Valley College,Associate's Colleges: High Career & Technical-High Nontraditional,926,NA,NA,NA,NA,4354,97,65153,NA,0
61,Brookline College-Tempe,Special Focus Two-Year: Other Fields,269,NA,6,NA,NA,NA,87,44660,NA,0
NA,Inter American University of Puerto Rico-School of Optometry,Special Focus Four-Year: Other Health Professions Schools,216,NA,0,0,0,NA,NA,65004,0,NA
0,Schiller International University,Special Focus Four-Year: Business & Management Schools,43,NA,3,3,0,14320,25,NA,3,0
21,Coconino Community College,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,2535,NA,NA,NA,NA,2712,100,69204,NA,0
62,Pima Medical Institute-Denver,Special Focus Two-Year: Health Professions,802,NA,NA,NA,NA,NA,88,58264,NA,0
47,Rabbinical College of Ohr Shimon Yisroel,Special Focus Four-Year: Faith-Related Institutions,237,NA,65,0,0,14600,100,24878,0,0
42,Carroll Community College,Associate's Colleges: Mixed Transfer/Career & Technical-Mixed Traditional/Nontraditional,2891,NA,NA,NA,NA,4128,72,64191,NA,0
67,Galen College of Nursing-Tampa Bay,Special Focus Two-Year: Health Professions,1962,NA,160,0,0,NA,92,54814,0,1
61,Galen College of Nursing-San Antonio,Special Focus Four-Year: Other Health Professions Schools,3163,NA,91,0,0,NA,94,53411,0,0
20,City College-Gainesville,Baccalaureate/Associate's Colleges: Mixed Baccalaureate/Associate's,45,22,NA,NA,NA,14876,100,40500,NA,0
0,Pacific Bible College,Special Focus Two-Year: Other Fields,52,NA,0,0,0,4812,0,NA,0,0
NA,Lake Erie College of Osteopathic Medicine,Special Focus Four-Year: Medical Schools & Centers,4307,NA,0,298,2,NA,NA,88146,300,NA
79,Laurel Technical Institute,Associate's Colleges: High Career & Technical-High Traditional,21,60,NA,NA,NA,10582,81,NA,NA,1
34,Florida National University-Main Campus,Master's Colleges & Universities: Medium Programs,2718,NA,275,172,0,14888,100,40392,172,0
NA,Erikson Institute,Master's Colleges & Universities: Medium Programs,331,NA,0,139,0,NA,NA,80119,139,NA
26,South Texas College,Baccalaureate/Associate's Colleges: Associate's Dominant,27894,NA,464,0,0,4230,99,60217,0,0
NA,Roger Williams University School of Law,Special Focus Four-Year: Law Schools,552,NA,0,3,0,NA,NA,123930,3,NA
61,California State University-Monterey Bay,Master's Colleges & Universities: Larger Programs,7045,92,1930,287,0,7218,77,97855,287,0
67,Academy for Nursing and Health Occupations,Special Focus Two-Year: Health Professions,506,NA,NA,NA,NA,NA,100,63686,NA,1
31,Remington College-Memphis Campus,Baccalaureate/Associate's Colleges: Associate's Dominant,344,NA,2,0,0,17468,81,39229,0,0
0,Capella University,Doctoral/Professional Universities,39727,NA,6057,6660,1261,14148,86,66011,7921,0
33,College of Menominee Nation,Tribal Colleges,281,NA,12,0,0,6200,67,51597,0,0
16,Leech Lake Tribal College,Tribal Colleges,172,NA,NA,NA,NA,4850,100,44736,NA,0
71,Spartan College of Aeronautics & Technology,Special Focus Two-Year: Technical Professions,336,NA,NA,NA,NA,NA,95,56528,NA,1
60,Mech-Tech College,Associate's Colleges: High Career & Technical-High Traditional,2220,NA,NA,NA,NA,10098,96,25147,NA,0
79,Pacific College of Health and Science,Special Focus Four-Year: Other Health Professions Schools,620,NA,10,87,0,11009,50,62353,87,1
0,Trine University-Regional/Non-Traditional Campuses,Master's Colleges & Universities: Medium Programs,4344,24,76,314,0,9576,100,71149,314,0
38,Pennsylvania Highlands Community College,Associate's Colleges: Mixed Transfer/Career & Technical-High Nontraditional,2270,NA,NA,NA,NA,6570,89,49652,NA,0
54,Nevada Career Institute,Special Focus Two-Year: Health Professions,300,NA,NA,NA,NA,NA,93,31269,NA,0
NA,Phillips Theological Seminary,Special Focus Four-Year: Faith-Related Institutions,133,NA,0,9,5,NA,NA,60139,14,NA
NA,The University of Texas MD Anderson Cancer Center,Special Focus Four-Year: Other Health Professions Schools,364,NA,152,17,0,NA,NA,103882,17,NA
43,City College-Altamonte Springs,Special Focus Two-Year: Health Professions,152,19,NA,NA,NA,14876,71,59013,NA,0
100,Southeast Missouri Hospital College of Nursing and Health Sciences,Special Focus Four-Year: Other Health Professions Schools,134,26,4,0,0,12142,100,58782,0,1
17,Messenger College,Special Focus Four-Year: Faith-Related Institutions,19,50,12,0,0,9780,100,25000,0,0
24,New York College of Health Professions,Special Focus Four-Year: Other Health Professions Schools,193,NA,45,45,0,14235,60,45053,45,0
80,Lancaster County Career and Technology Center,Special Focus Two-Year: Other Fields,239,NA,NA,NA,NA,NA,74,55608,NA,1
72,North Central Institute,Special Focus Two-Year: Technical Professions,51,NA,NA,NA,NA,NA,31,33800,NA,1
22,Atlanta Institute of Music and Media,Associate's Colleges: High Transfer-High Traditional,250,NA,NA,NA,NA,NA,68,41625,NA,0
75,Jna Institute of Culinary Arts,Special Focus Two-Year: Arts & Design,9,NA,NA,NA,NA,14575,100,31500,NA,1
0,University of Phoenix-Hawaii,Baccalaureate Colleges: Diverse Fields,25,NA,22,0,0,NA,NA,NA,0,0
NA,Sonoran University of Health Sciences,Special Focus Four-Year: Other Health Professions Schools,591,NA,0,90,0,NA,NA,59442,90,NA
0,Yeshiva D'monsey Rabbinical College,Special Focus Four-Year: Faith-Related Institutions,79,32,12,0,0,8000,100,26640,0,0
57,Career Technical Institute,Associate's Colleges: High Career & Technical-High Traditional,438,NA,NA,NA,NA,NA,95,40140,NA,0
27,Northwest Vista College,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,17222,NA,NA,NA,NA,3112,70,65462,NA,0
61,Oconee Fall Line Technical College,Associate's Colleges: High Career & Technical-Mixed Traditional/Nontraditional,1819,NA,NA,NA,NA,3072,100,44198,NA,0
24,York County Community College,Associate's Colleges: High Transfer-High Nontraditional,1625,NA,NA,NA,NA,3866,84,64086,NA,0
28,Arkansas State University-Mountain Home,Associate's Colleges: High Career & Technical-Mixed Traditional/Nontraditional,1247,NA,NA,NA,NA,2904,100,47559,NA,0
16,Columbia Gorge Community College,Associate's Colleges: High Transfer-High Nontraditional,1039,NA,NA,NA,NA,4752,80,60290,NA,0
NA,Bakke Graduate University,Special Focus Four-Year: Faith-Related Institutions,149,NA,0,6,20,NA,NA,NA,26,NA
33,Tillamook Bay Community College,Associate's Colleges: High Transfer-High Nontraditional,538,NA,NA,NA,NA,4356,100,62883,NA,0
71,Ross College-Hopkinsville,Special Focus Two-Year: Health Professions,48,NA,NA,NA,NA,NA,100,35384,NA,1
60,Arizona College of Nursing-Tempe,Special Focus Two-Year: Health Professions,1177,100,133,0,0,23066,100,68026,0,0
84,New York Conservatory for Dramatic Arts,Special Focus Two-Year: Arts & Design,376,87,NA,NA,NA,35300,100,60648,NA,1
42,Eastern International College-Jersey City,Special Focus Four-Year: Other Health Professions Schools,387,17,19,0,0,24465,83,59114,0,0
60,San Joaquin Valley College-Trades Education Center,Special Focus Two-Year: Technical Professions,229,NA,NA,NA,NA,NA,97,49666,NA,0
75,Pacific College,Special Focus Four-Year: Other Health Professions Schools,272,33,4,0,0,NA,87,73398,0,1
NA,Midwestern University-Glendale,Special Focus Four-Year: Medical Schools & Centers,3782,NA,0,372,0,NA,NA,110037,372,NA
16,Oregon Coast Community College,Associate's Colleges: Mixed Transfer/Career & Technical-High Nontraditional,398,NA,NA,NA,NA,5148,90,59712,NA,0
17,Embry-Riddle Aeronautical University-Worldwide,Master's Colleges & Universities: Larger Programs,11574,58,1648,1170,4,10748,60,74346,1174,0
69,Southeastern College-West Palm Beach,Special Focus Two-Year: Health Professions,608,84,1,0,0,21346,99,44898,0,1
NA,Ottawa University-Milwaukee,Baccalaureate Colleges: Diverse Fields,124,NA,37,37,0,NA,NA,57061,37,NA
28,Klamath Community College,Associate's Colleges: High Transfer-High Nontraditional,1580,NA,NA,NA,NA,4713,95,70996,NA,0
NA,American College of Acupuncture and Oriental Med,Special Focus Four-Year: Other Health Professions Schools,87,NA,0,23,0,NA,NA,47297,23,NA
NA,AOMA Graduate School of Integrative Medicine,Special Focus Four-Year: Other Health Professions Schools,135,NA,0,22,1,NA,NA,53483,23,NA
13,Urban College of Boston,Special Focus Two-Year: Other Fields,596,NA,NA,NA,NA,7144,0,NA,NA,0
36,Strayer University-Maryland,Special Focus Four-Year: Business & Management Schools,1535,NA,274,116,0,13515,50,65391,116,0
50,San Juan Bautista School of Medicine,Special Focus Four-Year: Medical Schools & Centers,407,100,9,16,0,9192,100,NA,16,0
NA,Texas Health and Science University,Special Focus Four-Year: Other Health Professions Schools,91,NA,7,25,0,NA,NA,44516,25,NA
93,Carver Career Center,Special Focus Two-Year: Health Professions,155,NA,NA,NA,NA,NA,100,48458,NA,1
50,Colegio de Cinematografía Artes y Television,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,618,NA,NA,NA,NA,6660,94,15131,NA,0
71,Institute of Technology,Associate's Colleges: High Career & Technical-Mixed Traditional/Nontraditional,1299,NA,NA,NA,NA,NA,93,52486,NA,1
0,Yeshiva of the Telshe Alumni,Special Focus Four-Year: Faith-Related Institutions,74,NA,0,0,0,10700,NA,48827,0,0
NA,Appalachian School of Law,Special Focus Four-Year: Law Schools,152,NA,0,0,0,NA,NA,83357,0,NA
62,Platt College-Ontario,Baccalaureate/Associate's Colleges: Mixed Baccalaureate/Associate's,442,NA,34,0,0,17271,100,52844,0,0
42,Delaware College of Art and Design,Special Focus Two-Year: Arts & Design,129,57,NA,NA,NA,25770,100,50398,NA,0
67,American University of Health Sciences,Special Focus Four-Year: Other Health Professions Schools,510,NA,77,36,0,23035,100,104204,36,1
77,Career Networks Institute,Special Focus Four-Year: Other Health Professions Schools,714,NA,23,0,0,NA,55,85888,0,1
33,Carolinas College of Health Sciences,Special Focus Four-Year: Other Health Professions Schools,409,71,36,0,0,15814,100,69093,0,0
49,Western Governors University,Master's Colleges & Universities: Larger Programs,156935,NA,24230,19615,0,7452,61,53642,19615,0
32,California Aeronautical University,Special Focus Four-Year: Engineering and Other Technology-Related Schools,333,NA,33,4,0,33531,94,48264,4,0
23,Herzing University-New Orleans,Baccalaureate/Associate's Colleges: Mixed Baccalaureate/Associate's,375,95,34,9,0,14200,100,63244,9,0
59,Florida Gulf Coast University,Doctoral/Professional Universities,15969,74,2871,478,6,6118,82,81640,484,0
13,Little Priest Tribal College,Tribal Colleges,208,NA,NA,NA,NA,5400,77,36788,NA,0
31,South Louisiana Community College,Associate's Colleges: High Career & Technical-High Traditional,5677,NA,NA,NA,NA,4205,100,46243,NA,0
57,Pima Medical Institute-Chula Vista,Special Focus Two-Year: Health Professions,684,NA,NA,NA,NA,NA,87,54215,NA,0
51,Lincoln College of Technology-Marietta,Special Focus Two-Year: Technical Professions,431,NA,NA,NA,NA,NA,90,43737,NA,0
80,Myotherapy Institute,Special Focus Two-Year: Health Professions,13,NA,NA,NA,NA,16390,83,NA,NA,1
NA,Florida College of Integrative Medicine,Special Focus Four-Year: Other Health Professions Schools,77,NA,0,18,0,NA,NA,38426,18,NA
33,City College-Miami,Baccalaureate/Associate's Colleges: Associate's Dominant,11,44,NA,NA,NA,14876,0,52241,NA,0
75,Ilisagvik College,Tribal Colleges,179,NA,1,0,0,4780,100,70455,0,1
16,Community College of Baltimore County,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,15319,NA,NA,NA,NA,4380,77,76090,NA,0
19,White Earth Tribal and Community College,Tribal Colleges,102,NA,NA,NA,NA,4568,100,43454,NA,0
60,Dewey University-Carolina,Baccalaureate/Associate's Colleges: Mixed Baccalaureate/Associate's,363,NA,10,0,0,7495,100,24375,0,0
0,Yeshiva College of the Nations Capital,Special Focus Four-Year: Faith-Related Institutions,43,NA,6,0,0,10600,73,70321,0,0
NA,Louisiana State University Health Sciences Center-Shreveport,Special Focus Four-Year: Medical Schools & Centers,1015,NA,16,69,11,NA,NA,66434,80,NA
NA,Southwest Acupuncture College-Boulder,Special Focus Four-Year: Other Health Professions Schools,25,NA,0,11,0,NA,NA,NA,11,NA
32,River Parishes Community College,Associate's Colleges: Mixed Transfer/Career & Technical-Mixed Traditional/Nontraditional,2339,NA,NA,NA,NA,4079,94,54638,NA,0
46,Los Angeles Film School,"Special Focus Four-Year: Arts, Music & Design Schools",5588,NA,557,0,0,NA,84,49528,0,0
100,FINE Mortuary College,Special Focus Two-Year: Arts & Design,118,NA,NA,NA,NA,20820,NA,52500,NA,1
55,International Baptist College and Seminary,Special Focus Four-Year: Faith-Related Institutions,82,NA,8,3,0,12900,80,31934,3,0
100,University of Management and Technology,Doctoral/Professional Universities,1189,NA,219,224,29,9450,100,13740,253,1
16,Baton Rouge Community College,Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,9284,NA,NA,NA,NA,4221,84,59693,NA,0
55,The College of Health Care Professions-Austin,Special Focus Two-Year: Health Professions,697,NA,NA,NA,NA,NA,81,49572,NA,0
35,Chicago School of Professional Psychology-College of Nursing,Special Focus Four-Year: Other Health Professions Schools,65,27,NA,NA,NA,NA,80,66979,NA,0
46,Professional Golfers Career College,Special Focus Two-Year: Other Fields,90,NA,NA,NA,NA,17608,41,NA,NA,0
56,Chester Career College,Special Focus Two-Year: Health Professions,140,NA,NA,NA,NA,NA,63,45240,NA,0
54,Carrington College-San Jose,Special Focus Two-Year: Health Professions,669,NA,NA,NA,NA,NA,82,57712,NA,0
55,Brookline College-Tucson,Associate's Colleges: High Career & Technical-High Traditional,230,NA,2,NA,NA,NA,88,40394,NA,0
52,Miller-Motte College-McCann-Lewisburg,Associate's Colleges: High Career & Technical-High Traditional,144,NA,NA,NA,NA,NA,94,39510,NA,0
50,Carrington College-Pleasant Hill Campus,Special Focus Two-Year: Health Professions,466,NA,NA,NA,NA,NA,89,61942,NA,0
43,Universal Technical Institute of California Inc,Special Focus Two-Year: Technical Professions,1401,NA,NA,NA,NA,NA,96,57233,NA,0
20,American InterContinental University-Atlanta,Master's Colleges & Universities: Medium Programs,1050,NA,183,86,0,13341,89,62937,86,0
37,Eastern West Virginia Community and Technical College,Associate's Colleges: Mixed Transfer/Career & Technical-Mixed Traditional/Nontraditional,376,NA,NA,NA,NA,3888,100,39593,NA,0
NA,Midwest College of Oriental Medicine-Skokie,Special Focus Four-Year: Other Health Professions Schools,46,NA,0,5,0,NA,NA,36750,5,NA
61,Carrington College-Spokane,Special Focus Two-Year: Health Professions,298,NA,NA,NA,NA,NA,85,44662,NA,0
36,Cascadia College,Baccalaureate/Associate's Colleges: Associate's Dominant,1844,NA,15,0,0,4533,35,85409,0,0
76,CBD College,Special Focus Two-Year: Health Professions,1214,NA,15,0,0,NA,91,68863,0,1
100,East West College of Natural Medicine,Special Focus Four-Year: Other Health Professions Schools,55,NA,0,16,0,NA,NA,60000,16,1
NA,Atlantic Institute of Oriental Medicine,Special Focus Four-Year: Other Health Professions Schools,145,NA,24,24,0,NA,NA,42214,24,NA
54,Community Care College,Associate's Colleges: High Career & Technical-Mixed Traditional/Nontraditional,451,NA,NA,NA,NA,NA,83,37077,NA,0
52,The King's University,Special Focus Four-Year: Faith-Related Institutions,532,94,32,57,0,15900,90,69360,57,0
42,Fortis College-Baton Rouge,Special Focus Two-Year: Health Professions,375,NA,NA,NA,NA,15179,100,44674,NA,0
NA,New York College of Traditional Chinese Medicine,Special Focus Four-Year: Other Health Professions Schools,190,NA,0,61,0,NA,NA,66992,61,NA
61,Fortis College-Orange Park,Special Focus Two-Year: Health Professions,345,NA,NA,NA,NA,14459,100,48805,NA,0
NA,Northeastern Seminary,Special Focus Four-Year: Faith-Related Institutions,193,NA,0,28,0,NA,NA,58973,28,NA
22,Pacific Islands University,Baccalaureate Colleges: Arts & Sciences Focus,153,69,8,0,0,6482,100,26625,0,0
83,PCI College,Special Focus Four-Year: Other Health Professions Schools,182,NA,4,0,0,NA,100,56250,0,1
53,Rosedale Bible College,Special Focus Two-Year: Other Fields,81,NA,NA,NA,NA,9118,100,35844,NA,0
NA,Seattle Institute of East Asian Medicine,Special Focus Four-Year: Other Health Professions Schools,33,NA,0,7,0,NA,NA,NA,7,NA
67,Acupuncture and Massage College,Special Focus Four-Year: Other Health Professions Schools,138,NA,88,37,0,10943,88,44789,37,1
NA,Keck Graduate Institute,Master's Colleges & Universities: Larger Programs,668,NA,0,163,3,NA,NA,113459,166,NA
60,New York Automotive and Diesel Institute,Special Focus Two-Year: Technical Professions,408,NA,NA,NA,NA,NA,100,50542,NA,0
32,Remington College-Baton Rouge Campus,Special Focus Two-Year: Technical Professions,152,NA,NA,NA,NA,19957,100,35916,NA,0
47,Arkansas State University-Newport,Associate's Colleges: High Career & Technical-High Nontraditional,1592,NA,NA,NA,NA,2856,100,45618,NA,0
42,Atenas College,Special Focus Four-Year: Other Health Professions Schools,505,NA,59,0,0,7370,96,17768,0,0
17,National American University-Ellsworth,Special Focus Four-Year: Business & Management Schools,61,NA,11,0,0,6675,NA,NA,0,0
50,Interactive College of Technology,Associate's Colleges: High Career & Technical-Mixed Traditional/Nontraditional,51,NA,NA,NA,NA,10250,75,35693,NA,0
44,Pillar College,Baccalaureate Colleges: Arts & Sciences Focus,558,NA,47,59,0,22756,91,61252,59,0
NA,Southern University Law Center,Special Focus Four-Year: Law Schools,906,NA,123,38,4,NA,NA,82387,42,NA
50,Miller-Motte College-Charleston,Associate's Colleges: High Career & Technical-High Traditional,174,NA,NA,NA,NA,NA,57,38618,NA,0
65,American Career College-Anaheim,Special Focus Two-Year: Health Professions,1465,NA,NA,NA,NA,NA,86,65614,NA,0
29,Saginaw Chippewa Tribal College,Tribal Colleges,143,NA,NA,NA,NA,2210,100,55206,NA,0
NA,Richmont Graduate University,Special Focus Four-Year: Other Health Professions Schools,343,NA,0,73,0,NA,NA,47185,73,NA
NA,The Seattle School of Theology & Psychology,Special Focus Four-Year: Other Health Professions Schools,283,NA,0,62,0,NA,NA,54622,62,NA
65,Smith Chason College,Special Focus Four-Year: Other Health Professions Schools,1640,NA,64,0,0,18600,99,66381,0,0
50,Ultimate Medical Academy,Special Focus Two-Year: Health Professions,6368,NA,NA,NA,NA,NA,82,34410,NA,0
38,Texas County Technical College,Special Focus Two-Year: Health Professions,68,100,NA,NA,NA,18240,80,33750,NA,0
NA,Yeshiva Shaarei Torah of Rockland,Special Focus Four-Year: Faith-Related Institutions,183,40,10,0,0,15115,100,51302,0,NA
62,American Institute of Alternative Medicine,Special Focus Four-Year: Other Health Professions Schools,360,77,0,6,0,14532,90,50574,6,0
5,Universidad Pentecostal Mizpa,Special Focus Four-Year: Faith-Related Institutions,152,NA,12,4,0,4220,100,NA,4,0
49,Concorde Career College-Grand Prairie,Special Focus Two-Year: Health Professions,849,100,NA,NA,NA,NA,95,53939,NA,0
27,Lamar Institute of Technology,Associate's Colleges: High Career & Technical-High Traditional,4808,NA,NA,NA,NA,3540,69,54105,NA,0
94,Eastern Virginia Career College,Special Focus Two-Year: Health Professions,202,56,NA,NA,NA,NA,NA,84279,NA,1
32,Nevada State College,Baccalaureate Colleges: Diverse Fields,7169,82,831,31,0,6075,95,70666,31,0
57,California State University-Channel Islands,Master's Colleges & Universities: Small Programs,6128,90,1856,89,0,6817,76,100024,89,0
94,Franklin W Olin College of Engineering,Special Focus Four-Year: Engineering and Other Technology-Related Schools,386,19,72,0,0,58998,100,119539,0,1
NA,Won Institute of Graduate Studies,Special Focus Four-Year: Other Health Professions Schools,92,NA,0,22,0,NA,NA,29757,22,NA
61,Pima Medical Institute-Colorado Springs,Special Focus Two-Year: Health Professions,320,NA,NA,NA,NA,NA,76,54990,NA,0
NA,Ave Maria School of Law,Special Focus Four-Year: Law Schools,265,NA,0,0,0,NA,NA,86859,0,NA
58,Pennsylvania College of Health Sciences,Special Focus Four-Year: Other Health Professions Schools,1775,46,153,34,0,29922,89,71519,34,0
54,West Virginia Junior College-Bridgeport,Special Focus Two-Year: Health Professions,146,NA,NA,NA,NA,14635,100,40800,NA,0
62,St Louis College of Health Careers-Fenton,Special Focus Four-Year: Other Health Professions Schools,425,100,47,18,0,NA,100,42248,18,0
14,Interactive College of Technology-Gainesville,Special Focus Two-Year: Other Fields,61,NA,NA,NA,NA,10420,60,34398,NA,0
49,San Joaquin Valley College-Ontario,Associate's Colleges: High Career & Technical-High Nontraditional,969,NA,NA,NA,NA,NA,95,59841,NA,0
27,Alaska Christian College,Associate's Colleges: High Transfer-High Traditional,77,NA,NA,NA,NA,8414,100,68251,NA,0
25,University of Arkansas Grantham,Master's Colleges & Universities: Larger Programs,5436,NA,569,352,0,8280,99,44220,352,0
57,Carrington College-Albuquerque,Special Focus Two-Year: Health Professions,377,NA,NA,NA,NA,NA,87,58405,NA,0
38,University of the Potomac-VA Campus,Special Focus Four-Year: Business & Management Schools,569,NA,19,65,0,6660,0,52500,65,0
5,Tohono O'Odham Community College,Tribal Colleges,922,NA,NA,NA,NA,932,56,52378,NA,0
NA,Edward Via College of Osteopathic Medicine,Special Focus Four-Year: Medical Schools & Centers,2446,NA,0,0,0,NA,NA,NA,0,NA
57,Pacific College of Health and Science,Special Focus Four-Year: Other Health Professions Schools,233,NA,0,11,0,6880,43,38864,11,0
60,Southwest Institute of Healing Arts,Special Focus Two-Year: Health Professions,886,NA,NA,NA,NA,NA,67,60000,NA,0
69,University of Antelope Valley,Baccalaureate Colleges: Diverse Fields,517,NA,68,23,0,NA,54,54092,23,1
17,Faith International University,Master's Colleges & Universities: Small Programs,335,NA,34,33,7,8550,100,34838,40,0
25,Family of Faith Christian University,Special Focus Four-Year: Faith-Related Institutions,211,71,5,15,0,8040,100,20355,15,0
NA,Hood Theological Seminary,Special Focus Four-Year: Faith-Related Institutions,146,NA,0,14,0,NA,NA,38651,14,NA
83,Southeastern College-Charleston,Special Focus Two-Year: Health Professions,196,95,NA,NA,NA,21320,98,41552,NA,1
100,West Coast University-Los Angeles,Special Focus Four-Year: Other Health Professions Schools,2620,NA,892,0,0,35178,86,80838,0,1
33,Williamson Christian College,Special Focus Four-Year: Business & Management Schools,60,NA,8,9,0,13730,100,9000,9,0
64,Triangle Tech Inc-Sunbury,Associate's Colleges: High Career & Technical-High Traditional,53,NA,NA,NA,NA,18665,100,32153,NA,0
60,DigiPen Institute of Technology,Baccalaureate Colleges: Diverse Fields,1124,66,217,18,0,34900,67,87319,18,0
38,Pierpont Community and Technical College,Associate's Colleges: High Career & Technical-High Traditional,1460,NA,NA,NA,NA,5086,92,55105,NA,0
67,Dewey University-Hato Rey,Special Focus Four-Year: Other Health Professions Schools,442,NA,47,90,0,6952,100,17113,90,1
100,American College of Healthcare Sciences,Special Focus Four-Year: Other Health Professions Schools,987,92,30,97,0,11928,40,44319,97,1
52,Miller-Motte College-Chattanooga,Associate's Colleges: High Career & Technical-High Traditional,2478,NA,0,0,0,NA,82,35246,0,0
16,Interactive College of Technology,Special Focus Two-Year: Other Fields,48,NA,NA,NA,NA,10250,86,31200,NA,0
NA,"Bexley Hall Seabury Western Theological Seminary Federation, Inc.",Special Focus Four-Year: Faith-Related Institutions,62,NA,0,10,0,NA,NA,60831,10,NA
100,Strayer University-Tennessee,Special Focus Four-Year: Business & Management Schools,2882,NA,169,105,0,13515,100,65391,105,1
50,Strayer University-Pennsylvania,Master's Colleges & Universities: Small Programs,1374,NA,153,66,0,13515,NA,65391,66,0
64,Brookline College-Albuquerque,Special Focus Four-Year: Other Health Professions Schools,528,NA,141,0,0,NA,70,67396,0,0
NA,Byzantine Catholic Seminary of Saints Cyril and Methodius,Special Focus Four-Year: Faith-Related Institutions,35,NA,0,8,0,NA,NA,14222,8,NA
NA,Northcentral University,Doctoral/Professional Universities,11578,NA,75,1139,691,NA,NA,82592,1830,NA
38,Folsom Lake College,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,8796,NA,NA,NA,NA,1288,86,87374,NA,0
66,Hussian College-Daymar College Murfreesboro,Associate's Colleges: High Career & Technical-High Traditional,57,78,0,0,0,22348,96,48750,0,1
67,Advance Science International College,Special Focus Two-Year: Health Professions,92,NA,NA,NA,NA,NA,39,9773,NA,1
88,ATA College,Associate's Colleges: High Career & Technical-High Traditional,54,NA,NA,NA,NA,NA,87,45338,NA,1
11,Baptist University of the Americas,Baccalaureate Colleges: Diverse Fields,109,NA,32,0,0,6768,100,NA,0,0
41,Beis Medrash Heichal Dovid,Special Focus Four-Year: Faith-Related Institutions,164,58,9,0,1,11100,98,102411,1,0
54,Auguste Escoffier School of Culinary Arts-Austin,Special Focus Two-Year: Arts & Design,437,NA,NA,NA,NA,NA,76,43961,NA,0
55,Culinary Institute Inc,Special Focus Two-Year: Arts & Design,343,NA,NA,NA,NA,17381,100,44764,NA,0
NA,Institute of Clinical Acupuncture & Oriental Med,Special Focus Four-Year: Other Health Professions Schools,59,NA,0,12,0,NA,NA,25000,12,NA
40,Gwinnett College-Marietta Campus,Special Focus Two-Year: Health Professions,154,NA,NA,NA,NA,NA,82,34500,NA,0
25,Charlotte Christian College and Theological Seminary,Special Focus Four-Year: Faith-Related Institutions,113,NA,10,8,0,11125,NA,20289,8,0
69,Nightingale College,Special Focus Four-Year: Other Health Professions Schools,2994,NA,295,2,0,NA,89,58560,2,1
59,Southeastern College-Columbia,Special Focus Two-Year: Health Professions,155,97,NA,NA,NA,21320,95,41356,NA,0
19,Mountwest Community and Technical College,Associate's Colleges: High Career & Technical-Mixed Traditional/Nontraditional,1273,NA,NA,NA,NA,4692,97,48332,NA,0
23,American InterContinental University,Master's Colleges & Universities: Larger Programs,14333,NA,1866,1156,137,12418,81,56948,1293,0
28,American InterContinental University-Houston,Master's Colleges & Universities: Small Programs,171,NA,50,31,0,14910,90,67655,31,0
67,University of California-Merced,Doctoral Universities: High Research Activity,9103,89,1882,64,105,13657,86,118858,169,1
40,Remington College-North Houston Campus,Associate's Colleges: High Career & Technical-Mixed Traditional/Nontraditional,185,NA,0,0,0,18701,100,39445,0,0
43,Pima Medical Institute-Las Vegas,Special Focus Two-Year: Health Professions,711,NA,NA,NA,NA,NA,92,62244,NA,0
60,Remington College-Nashville Campus,Special Focus Two-Year: Health Professions,240,NA,NA,NA,NA,17189,84,50513,NA,0
0,Central Methodist University-College of Graduate and Extended Studies,Master's Colleges & Universities: Small Programs,3145,100,576,84,0,6720,NA,58780,84,0
59,Neumont College of Computer Science,Special Focus Four-Year: Engineering and Other Technology-Related Schools,517,88,77,0,0,25995,99,95029,0,0
53,Johnson & Wales University-Charlotte,Baccalaureate Colleges: Diverse Fields,1140,73,152,0,0,36274,100,89428,0,0
NA,Roseman University of Health Sciences,Special Focus Four-Year: Other Health Professions Schools,1479,NA,291,66,0,NA,NA,99423,66,NA
55,Fortis Institute-Port Saint Lucie,Special Focus Two-Year: Health Professions,458,NA,NA,NA,NA,14470,98,52170,NA,0
NA,Divine Mercy University,Special Focus Four-Year: Other Health Professions Schools,407,NA,0,97,0,NA,NA,74293,97,NA
